idx,유저,챗봇
1688,봉집 형태인 경우 압축봉 두께는 몇 미리 짜리로 구매하면 될까요?,봉집으로 제작요청 시 8CM 정도의 사이즈로 제작됩니다. 2.5CM 정도의 두께 커튼봉이면 사용 가능하오니 확인 바랍니다.
1689,,
1690,,
1691,,
1692,13일 주문건인데요 압축봉이랑 커튼 혹시 언제 받아볼 수 있을까요?,커튼은 제작기간 평일 기준 12일 소요되어 제작되는 대로 출고 중에 있습니다.
1693,,
1694,총 다섯 폭 주문하였습니다 한쪽 당 커튼핀이 몇 개가 꼽혀오는지 알 수 있을까요?,호텔식 화이트 시몬 커튼 5개 구매 시 커튼핀 36개 정도 꽂아 발송됩니다.
1695,,
1696,세로길이 245 제작 신청했는데 244로 수정 가능할까요?,변경 가능하여 세로길이 244로 1폭씩 2장 제작하겠습니다.
1697,,
1698,오늘 주문하고 결제했는데 세로 길이가 좀 짧은 거 같은데 세로 길이 250센티 길이로 조정 가능한가요?,문의주신 제품은 세로 길이 250으로 제작 가능합니다. 오늘 주문 건 내일 주문서 등록되오니 취소 후 수량 확인하시어 재구매해주시기 바랍니다.
1699,,
1700,커튼봉고리는 따로 구매해야나요?,확인 후 구매해 주시기 바랍니다.
1701,,
1702,4장 하면 커튼링 몇개 필요할까요?,4개 구매 시 커튼핀 28개 소요되어 커튼링 30개 구매해주시기 바랍니다.
1703,,
1704,커튼 세로 길이 몇으로 주문하면 되나요?,세로사이즈 240까지는 추가금 없이 변경 가능하며 길이 변경을 원하실 경우 배송 메세지란에 기재해 주시기 바랍니다.
1705,,
1706,195X 230재입고 언제쯤 될까요?,재입고 예정이 오나 입고 일은 정확하게 안 내드리기 어렵습니다 도움을 드리기 어려운 점 양해 부탁드립니다.
1707,,
1708,커튼 2장을 만들려면 몇 폭을 주문해야 할까요?,5개 구매 시 풍성한 주름으로 연출되오니 확인 바랍니다.
1709,,
1710,특대형 커튼을 주문할려고 하는데 레일을 어떻게 주문해야 되나요?,이중 레일 8자 2개 일자 레일 8자 4개 모두 구매 가능합니다. 확인 후 구매해 주시기 바랍니다.
1711,,
1712,상세 설명에 나비 모양자수 속 커튼은 어떻게 주문하나요?,단품으로 주문하시는 경우에만 세로사이즈 변경 가능하며 세로 사이즈 변경 원하시는 경우 배송 메세란에 사이즈 기재부탁드립니다.
1713,,
1714,,
1715,,
1716,390X 220실 측 사이즈에요 대형으로 사면 딱 맞게 맞을까요?,배송 완료 시점은 택배사 사정에 따라 달라질 수 있어 정확한 안내 어렵습니다.
1717,,
1718,가로가 총 400인데 이 제품 괜찮을까요?,또한 세로는 230 240 두 가지 중 선택하시어 구매하는 제품이며 맞춤 제작 불가합니다.
1719,,
1720,오늘 주문했는데 배송 알이 18일이네요 14일 안에 배송 안 될까요?,배송 완료 시점은 택배사 사정에 따라 달라질 수 있어 확답드리기 어렵습니다.
1721,,
1722,,
1723,,
1724,,
1725,,
1726,주문 제작하려면 어떻게 해야 하나요?,문의주신 제품은 나비주름이 잡혀 있는 제품으로 가로 417 기준으로는 주름여분 없이 7개 구매해 주시면 됩니다.
1727,,
1728,커튼 처음 설치해보는 데 커튼봉?도 따로 구매해야 하나요?,커튼봉 레일 링 등 부자재는 모두 별도 구매해 주셔야 합니다. 화이트 암막 커튼과 눈꽃은 보통 이중으로 설치를 많이 합니다.
1729,,
1730,레일은 8자 2개 구매하면 될까요?,혹 이중 커튼 설치 시에는 레일 8자 크기로 4개 구매하시면 됩니다. 세로 사이즈의 경우 실측 높이에서 설치하고자 하는 부자재 높이만큼 마이너스해 주시면 됩니다.
1731,,
1732,,
1733,,
1734,커튼을 10일에 주문했는데 아직 해피콜을 못 받았어요 언제 전화주시는 건가요?,제작기간 평일 기준 최대 10일 12일 소요 주말까지 포함하여 최대 2주 반 정도 소요됩니다.
1735,,
1736,끌리는 거 싫어서 240으로요 제품 르로 주문하려고 하는데 레일은 몇 자를 구매해야 하나요?,실측 사이즈 : 가로 360 세로 245자 사 제품 레일 : 8자 레일 2개 추천 문의주신 제품 기성제품으로 사이즈 변경 불가한 제품이며 커튼두 장총 가로길이 390으로 설치 가능합니다.
1737,,
1738,가로 380이면 대형 195/2 장기본사이즈만 주문하면 되는 건가요?,문의주신 제품 나비주름이 잡혀 있는 제품으로 대형으로 주문시 설치 가능하며 세로 사이즈 확인하시어 주문 부탁드립니다.
1739,,
1740,주문 후 제작이라 시간이 오래 걸린다고 되어 있긴 하지만 혹시 올해 안에 배송은 안 될까요?,12월 16일 주문 주 신 커튼 제작기간은 평일 기준 최대 10일 12일 소요 주말까지 포함하여 최대 2주 반 정도 소요됩니다.
1741,,
1742,커튼은 처음이라 잘 몰라서 그러는데 커튼이 평식이면 1배 주름인 가요?,문의 주신 평식이란 커튼의 윗 상단 형식을 표현하는 것으로 평식인 경우 커튼 핀으로 설치되는 점 참고 부탁드립니다.
1743,,
1744,혹시 아일렛형 커튼은 어떻게 주문하면 될까요?,데코뷰입닌다.
1745,,
1746,베란다 콘크리트 벽에도 압축 가능한가요?,벽과 벽 사이사이즈 확인하셔서 주문 부탁드립니다.
1747,,
1748,,
1749,,
1750,같이 주문한 커튼 레일만 배송되고 커튼은 아직 제작 중인 것 같은데 둘 다 배송 완료 떴어요. 정상 진행 중인 거 맞죠?,커튼 제작 기간으로 인해 기성제품 먼저 출고 진행되었으며 커튼은 제작 중으로 확인됩니다.
1751,,
1752,1.거실이 480x234인데 2.커튼 수와 레일수를 어케 주문해야 하는지요?,3일 배송 호텔식 화이트 쉬폰 커튼이 아닌 호텔식 화이트 쉬폰 커튼으로 주문 시 맞춤 제작 가능하며 수량 8개 주문 부탁드립니다.
1753,,
1754,3일 배송이라고 써 있는데 왜 케배송은 느린 가요?,주문서가 다음 영업일에 등록이 되어 영업일 기준 3일 이내로 출고되는 제품인 점 참고 부탁드리며 주말이 끼어 있어 조금 더 길어진 점 양해 부탁드립니다.
1755,,
1756,중형 구매했는데 커튼링크기는 어떤 걸로 구매해야 하나요 가로 몇 센치?,문의 주 신 커튼링 크기는 커튼봉사이즈에 맞는 것으로 구매 부탁드립니다.
1757,,
1758,#분산!,#분산!
1759,,
1760,천장에서 바닥까지 가 딱 230이예요 좀 끌릴 것 같은데 고리 달아주실 때 좀 밑으로 해서 달아주 심 안 될까요?,주문하신 제품 기성제품으로 만들어져 있는 제품 출고되는 것으로요청하신 핀 조정은 불가한 점 양해 부탁드립니다.
1761,,
1762,이 제품을 커튼봉으로 사용할려 구하느데요 모던 스타일 커튼봉으로 사용해도 될까요?,자사 제품 모던 스타일 커튼봉지름 2.5CM 로 문의주신 제품 봉집에 설치 가능한 것으로 확인됩니다.
1763,,
1764,가로 140에 세로 230인데 저는 완전히 반대 사이즈가 필요해서요 한 장 구매를 하되 가로세로 반대로 주문 가능할까요?,문의주신 제품 가로세로 반대로는 주문 불가하며 맞춤 제작 가능한 상품으로 실측 사이즈가로 210 세로 110인 경우 수량 2개 주문 세로 길이 배송 메세지란에 메모 남겨주시면 다음 영업일에 해피콜드려 상담 후 주문 제작 접수도와 드리겠습니다.
1765,,
1766,몇 개 주문하는 거죠?,문의주신 제품 한 폭에 가로65 세로 230인 제품으로 가로실 측 470인 곳에 7장 설치 시 양쪽으로 대략 7 - 8CM 정도 모자라게 됩니다.
1767,,
1768,,
1769,,
1770,"사진상 오른쪽 제품이 필요한데, 한폭만 구매 시 선택이 가능한가요?",문의주신 제품 주문하신 후 배송 메세지란에 레이스 위치를 메모해 주시면 다음 영업일에 해피콜드려 상담 후 제작 접수도와 드리겠습니다.
1771,,
1772,커튼 길이 231 가능할까요?,주문 주 신제품 맞춤 제작 가능 상품이라 사이즈 변경 가능한 점 참고 부탁드리며 배송 메세지란에 메모 남겨주셨으면 다음 영업일에 해피콜드려 상담 후 제작 접수도와 드리고 있습니다.만약 배송 메세지란에 메모를 잊으셨다면 다시 한 번 새 글로 남겨주시면 사이즈 변경도와 드리겠습니다.
1773,,
1774,,
1775,,
1776,높이 220사이즈로 제작하면 되나요?,실측 : 가로 324 세로 226인 경우 가로 주문수량 : 1.5배 주름 기준 시 4폭 추천 드리며 5폭 주문 시 더욱 풍성한 주름으로 연출 가능하십니다.
1777,,
1778,오늘 주문했는데 8월 9일 배송 예정일이라고 뜨는 데 맞나요?,아직 주문서 접수 전이라 정확한 주문 내역 확인되고 있지 않아 답변이 조금 어려운 점 양해 부탁드립니다.
1779,,
1780,,
1781,,
1782,거실 작은 창에 같은 분위기로 화이트 커튼달고 싶어요. 같은 재질의 커튼 있을까요?,이중 커튼으로 원하시면 같은 제품으로 추천 드리며 암막 만 원하시는 경우 화이트 암막 커튼으로 추천 드립니다.
1783,,
1784,,
1785,,
1786,거실 창가로 사이즈가 440이면 어떻게 주문해야 할까요?,빠른 커튼이 아닌 기본 제작되는 커튼으로 총 7폭 수량을 구매하셔야 합니다.
1787,,
1788,커튼 2장셋트 가격인가요 아님 1장 가격인가요?,수량 1개 당 가로 142인 한폭당 가격이며 화면처럼 양쪽으로 사용을 원하시는 경우 수량은 2개 이상 주문해 주셔야 합니다.
1789,,
1790,,
1791,,
1792,커튼할 곳의 가로실이가 300CM 인데 이 제품 대형하면 너무 큰가요?,문의 주신 상품은 가로길이가 390CM 이며 가로 300CM 기준으로는 너무 주름이 많이 질 것으로 예상이 됩니다.
1793,,
1794,방금 주문했는데 세로를 170으로 변경 가능할까요?,창문 커튼의 경우 세로사이즈 변경이불가능합니다. 이 점 양해 부탁드리겠습니다.
1795,,
1796,레일로 주문 시 천정에 석고보드에 설치하는 건가요?,자사 제품 레일로 구매 시 나무/합판용이기 때문에 석고보드용 나사는 부자재 전문점에서 따로 구매해 주셔야 합니다.
1797,,
1798,5/22 도착이라는 데 정말인가요?,5/22일 도착은 시스템상에서 임의로 지정된 최대 출고 일자이며 고객님께서 주문하신 상품은 모두 기성상품이기 때문에 2 - 3일 이내로 출고가 됩니다.
1799,,
1800,,
1801,,
1802,5개 주문하면 보기 좋게 될까요?,문의 주신 호텔식 시몬 화이트 커튼은 이미 풍성한 나비주름이 잡혀 있는 커튼으로 별도의 주름 계산 필요 없이 커튼 설치할 곳의 가로 길이에 맞게 주문하시면 됩니다.가로 길이 320CM 기준으로 5폭 주문하시면 2.5폭씩 두 장으로 제작이 됩니다.
1803,,
1804,레일OR 봉포함이지요?,현재 고객님의 주문 정보가 확인되지 않습니다. 주문하신 후에 재문의 부탁드리겠습니다.
1805,,
1806,,
1807,,
1808,,
1809,,
1810,중형 사이즈하면 되나요?,가로 실측 200일 경우 중형 주문하시면 되고 세로길이는 변경 불가합니다.
1811,,
1812,가로 383세로 242면 몇 개 구매해야 하나요?,가로 실측 383일 경우 4폭으로 주문하시면 되고 세로 길이 변경 원할 시 배송 메세지란에 기재해 주시면 해피콜 통해 사이즈 추가금 확인해드리니 꼭 배송 메세지란에 기재부탁드립니다.
1813,,
1814,,
1815,,
1816,,
1817,,
1818,,
1819,,
1820,3월 26일 배송이라고 나와 있는데 맞나요?,고객님이 주문하신 상품은 3일 이내 출고 예정이며 고객님이 문의주신 상품에는 10자 1개 8자 1개 오렌지가든 봉집 창문 커튼으로 확인됩니다.
1821,,
1822,,
1823,,
1824,142x155가 한 장 사이즈 아닌가요?,한 장에 그 사이즈 맞습니다.
1825,,
1826,사이즈 제작 가능한가요?,6폭 주문하시면 3/3폭 2장으로 발송됩니다.
1827,,
1828,예쁘게 나비주름 부탁드리고 길이는 298이면 될까요?,가로 실측 350이시면 5폭이 시면 가능하나 6폭 주문해 주시면 넉넉할 것으로 확인됩니다.
1829,,
1830,커튼을 닫았을 때 너무 당기지 않게 하고 싶은데 5폭을 해야 하는지 6폭을 해야 하는지 어떤 게 예쁠까요?,가로 실측 330일 경우 5폭 주문하시면 되고 레일은 6자 2개 구매하시면 됩니다.
1831,,
1832,레일도 포함인가요?,레일은 따로 구매해 주셔야 합니다.
1833,,
1834,가로가 240인데 그럼 폭 4개를 구입하면 적당한 가요?,가로 실측 240일 경우 4폭 주문하시면 됩니다.
1835,,
1836,2개를 주문하면 될까요?,주름은 이미 잡혀 있는 상품으로 실측만 확인해주시면 됩니다.
1837,,
1838,호텔식 쉬폰 커튼과 화이트 쉬폰 커튼의 차임점은 소재인가요?,같은 소재이지만 호텔식은 나비주름로 이미 잡혀 있는 제품이며 화이트 시폰은 주름이 잡혀 있지 않습니다.
1839,,
1840,커튼봉 포함이야?,따로 구매해주세요.
1841,,
1842,높이 240은 안 되나요?,문의 주신 상품은 맞춤 제작 상품으로 240변경 가능하며 세로 길이 변경 원할 시 배송 메세지란에 기재해 주시면 해피콜 통해 사이즈 확인해드리니 꼭 배송 메세지란에 기재부탁드립니다.
1843,,
1844,세로사이즈가 230이던데요. 이길이 보다 조금 짧게 되나요?,세로 230으로 제작되지만 수작업이기 때문에 오차범위 +/ 1 - 2CM 는 고객님이 감안해 주셔야 합니다.
1845,,
1846,이 제품은 가로몇 CM에 사용 가능한 제품인 거죠?,이 제품은 이미 제작된 상품이지만 호텔식 커튼이기 때문에 여유분까지 생각하여야 하는 커튼이라 몇까지 사용 가능하다고 안내 어렵습니다.
1847,,
1848,326 230 속 커튼으로 달아도 될까요?,가로 실측 326일 경우 대형 제품 구매하시면 주름이 많이 연출되지 않지만 사용은 가능하십니다.
1849,,
1850,레일 말고 커튼봉으로 설치도 가능한가요?,레일 말고 커튼봉으로만은 설치 불가하며 커튼봉이용 시 커튼봉과 커튼링 같이 사용하시면 가능합니다.
1851,,
1852,저희 창문이 가로 190짜리 세로 160으로 해서 2장을 달아야 하는데 이 커튼은 142니까 3장 달아야 되나요?,이 제품은 3장으로 구매하셔도 3장으로 발송되며 연폭하여 2장으로 발송 불가합니다.
1853,,
1854,겉커튼으로 사용해도 무방한가요?,다른 고객님들의 경우 속 커튼을 암막 커튼 겉커튼으로 레이스를 많이 사용합니다.
1855,,
1856,,
1857,,
1858,사진처럼 설치하려면 설치에 필요한 커튼봉이나 커튼링은 따로 주문해야 하나요?,고객님의 가로실 측과 세로 실측을 알아야 안내가 가능합니다. 새 글로 다시 남겨주세요.
1859,,
1860,화이트 입고 언제 되나요?,현재 일시 품절로 인해 아직 정확한 입고 날짜는 정해지지 않았습니다. 입고 확인되는 대로 판매 변경도와 드리겠습니다.
1861,,
1862,,
1863,거실가로 560세로 240이면 주문 어떻게 해야 하나요?,앞쪽의 시폰은 로풍성하게 뒷쪽의 암막은 주름 없이 펼쳐가 리개처럼 사용하는 커튼으로 1.5 - 2배 여유 없이 실측 사이즈 기준으로 결제해주시면 됩니다.
1864,,
